Zestaw danych: 1
1. Czas wykonania dodawania BST: 8,1666, klucz: 3, zawartośś 6
15. Czas wykonania dodawania AVL: 0,0023, klucz: 17, zawartośś 20
16. Czas wykonania dodawania BST: 0,002, klucz: 18, zawartośś 21
16. Czas wykonania dodawania AVL: 0,0032, klucz: 18, zawartośś 21
17. Czas wykonania dodawania BST: 0,0024, klucz: 19, zawartośś 22
17. Czas wykonania dodawania AVL: 0,0033, klucz: 19, zawartośś 22
18. Czas wykonania dodawania BST: 0,0022, klucz: 20, zawartośś 23
18. Czas wykonania dodawania AVL: 0,0038, klucz: 20, zawartośś 23
19. Czas wykonania dodawania BST: 0,0027, klucz: 21, zawartośś 24
19. Czas wykonania dodawania AVL: 0,0021, klucz: 21, zawartośś 24
20. Czas wykonania dodawania BST: 0,0011, klucz: 22, zawartośś 25
20. Czas wykonania dodawania AVL: 0,0032, klucz: 22, zawartośś 25
21. Czas wykonania dodawania BST: 0,0025, klucz: 23, zawartośś 26
21. Czas wykonania dodawania AVL: 0,0035, klucz: 23, zawartośś 26
22. Czas wykonania dodawania BST: 0,0021, klucz: 24, zawartośś 27
22. Czas wykonania dodawania AVL: 0,0026, klucz: 24, zawartośś 27
23. Czas wykonania dodawania BST: 0,0022, klucz: 25, zawartośś 28
23. Czas wykonania dodawania AVL: 0,0033, klucz: 25, zawartośś 28
24. Czas wykonania dodawania BST: 0,0018, klucz: 26, zawartośś 29
24. Czas wykonania dodawania AVL: 0,0031, klucz: 26, zawartośś 29
25. Czas wykonania dodawania BST: 0,0024, klucz: 27, zawartośś 30
25. Czas wykonania dodawania AVL: 0,0029, klucz: 27, zawartośś 30
26. Czas wykonania dodawania BST: 0,0023, klucz: 28, zawartośś 31
26. Czas wykonania dodawania AVL: 0,0023, klucz: 28, zawartośś 31
27. Czas wykonania dodawania BST: 0,0014, klucz: 29, zawartośś 32
27. Czas wykonania dodawania AVL: 0,0015, klucz: 29, zawartośś 32
28. Czas wykonania dodawania BST: 0,0012, klucz: 30, zawartośś 33
28. Czas wykonania dodawania AVL: 0,0015, klucz: 30, zawartośś 33
29. Czas wykonania dodawania BST: 0,0011, klucz: 31, zawartośś 34
29. Czas wykonania dodawania AVL: 0,0015, klucz: 31, zawartośś 34
30. Czas wykonania dodawania BST: 0,0012, klucz: 32, zawartośś 35
30. Czas wykonania dodawania AVL: 0,0014, klucz: 32, zawartośś 35
31. Czas wykonania dodawania BST: 0,0027, klucz: 33, zawartośś 36
31. Czas wykonania dodawania AVL: 0,004, klucz: 33, zawartośś 36
32. Czas wykonania dodawania BST: 0,002, klucz: 34, zawartośś 37
32. Czas wykonania dodawania AVL: 0,0029, klucz: 34, zawartośś 37
33. Czas wykonania dodawania BST: 0,0032, klucz: 35, zawartośś 38
33. Czas wykonania dodawania AVL: 0,0033, klucz: 35, zawartośś 38
34. Czas wykonania dodawania BST: 0,0036, klucz: 36, zawartośś 39
34. Czas wykonania dodawania AVL: 0,0038, klucz: 36, zawartośś 39
35. Czas wykonania dodawania BST: 0,0026, klucz: 37, zawartośś 40
35. Czas wykonania dodawania AVL: 0,0025, klucz: 37, zawartośś 40
36. Czas wykonania dodawania BST: 0,0024, klucz: 38, zawartośś 41
36. Czas wykonania dodawania AVL: 0,0018, klucz: 38, zawartośś 41
37. Czas wykonania dodawania BST: 0,0012, klucz: 39, zawartośś 42
37. Czas wykonania dodawania AVL: 0,0027, klucz: 39, zawartośś 42
38. Czas wykonania dodawania BST: 0,0016, klucz: 40, zawartośś 43
38. Czas wykonania dodawania AVL: 0,0031, klucz: 40, zawartośś 43
39. Czas wykonania dodawania BST: 0,0022, klucz: 41, zawartośś 44
39. Czas wykonania dodawania AVL: 0,0038, klucz: 41, zawartośś 44
40. Czas wykonania dodawania BST: 0,0035, klucz: 42, zawartośś 45
40. Czas wykonania dodawania AVL: 0,0034, klucz: 42, zawartośś 45
41. Czas wykonania dodawania BST: 0,0028, klucz: 43, zawartośś 46
41. Czas wykonania dodawania AVL: 0,0031, klucz: 43, zawartośś 46
42. Czas wykonania dodawania BST: 0,0023, klucz: 44, zawartośś 47
42. Czas wykonania dodawania AVL: 0,0025, klucz: 44, zawartośś 47
43. Czas wykonania dodawania BST: 0,0028, klucz: 45, zawartośś 48
43. Czas wykonania dodawania AVL: 0,0035, klucz: 45, zawartośś 48
44. Czas wykonania dodawania BST: 0,0033, klucz: 46, zawartośś 49
44. Czas wykonania dodawania AVL: 0,004, klucz: 46, zawartośś 49
45. Czas wykonania dodawania BST: 0,0027, klucz: 47, zawartośś 50
45. Czas wykonania dodawania AVL: 0,003, klucz: 47, zawartośś 50
46. Czas wykonania dodawania BST: 0,0028, klucz: 48, zawartośś 51
46. Czas wykonania dodawania AVL: 0,0038, klucz: 48, zawartośś 51
47. Czas wykonania dodawania BST: 0,0029, klucz: 49, zawartośś 52
47. Czas wykonania dodawania AVL: 0,0042, klucz: 49, zawartośś 52
48. Czas wykonania dodawania BST: 0,0031, klucz: 50, zawartośś 53
48. Czas wykonania dodawania AVL: 0,0036, klucz: 50, zawartośś 53
49. Czas wykonania dodawania BST: 0,0035, klucz: 51, zawartośś 54
49. Czas wykonania dodawania AVL: 0,0055, klucz: 51, zawartośś 54
50. Czas wykonania dodawania BST: 0,0029, klucz: 52, zawartośś 55
50. Czas wykonania dodawania AVL: 0,0038, klucz: 52, zawartośś 55
51. Czas wykonania dodawania BST: 0,0027, klucz: 53, zawartośś 56
51. Czas wykonania dodawania AVL: 0,0045, klucz: 53, zawartośś 56
52. Czas wykonania dodawania BST: 0,0028, klucz: 54, zawartośś 57
52. Czas wykonania dodawania AVL: 0,0028, klucz: 54, zawartośś 57
53. Czas wykonania dodawania BST: 0,0023, klucz: 55, zawartośś 58
53. Czas wykonania dodawania AVL: 0,0027, klucz: 55, zawartośś 58
54. Czas wykonania dodawania BST: 0,0034, klucz: 56, zawartośś 59
54. Czas wykonania dodawania AVL: 0,0033, klucz: 56, zawartośś 59
55. Czas wykonania dodawania BST: 0,003, klucz: 57, zawartośś 60
55. Czas wykonania dodawania AVL: 0,004, klucz: 57, zawartośś 60
56. Czas wykonania dodawania BST: 0,0032, klucz: 58, zawartośś 61
56. Czas wykonania dodawania AVL: 0,0036, klucz: 58, zawartośś 61
57. Czas wykonania dodawania BST: 0,0032, klucz: 59, zawartośś 62
57. Czas wykonania dodawania AVL: 0,0035, klucz: 59, zawartośś 62
58. Czas wykonania dodawania BST: 0,0035, klucz: 60, zawartośś 63
58. Czas wykonania dodawania AVL: 0,0034, klucz: 60, zawartośś 63
59. Czas wykonania dodawania BST: 0,0025, klucz: 61, zawartośś 64
59. Czas wykonania dodawania AVL: 0,0031, klucz: 61, zawartośś 64
60. Czas wykonania dodawania BST: 0,0032, klucz: 62, zawartośś 65
60. Czas wykonania dodawania AVL: 0,0034, klucz: 62, zawartośś 65
61. Czas wykonania dodawania BST: 0,0025, klucz: 63, zawartośś 66
61. Czas wykonania dodawania AVL: 0,0032, klucz: 63, zawartośś 66
62. Czas wykonania dodawania BST: 0,0025, klucz: 64, zawartośś 67
62. Czas wykonania dodawania AVL: 0,004, klucz: 64, zawartośś 67
63. Czas wykonania dodawania BST: 0,0032, klucz: 65, zawartośś 68
63. Czas wykonania dodawania AVL: 0,0035, klucz: 65, zawartośś 68
64. Czas wykonania dodawania BST: 0,0035, klucz: 66, zawartośś 69
64. Czas wykonania dodawania AVL: 0,0037, klucz: 66, zawartośś 69
65. Czas wykonania dodawania BST: 0,0033, klucz: 67, zawartośś 70
65. Czas wykonania dodawania AVL: 0,0036, klucz: 67, zawartośś 70
66. Czas wykonania dodawania BST: 0,0035, klucz: 68, zawartośś 71
66. Czas wykonania dodawania AVL: 0,0039, klucz: 68, zawartośś 71
67. Czas wykonania dodawania BST: 0,0035, klucz: 69, zawartośś 72
67. Czas wykonania dodawania AVL: 0,004, klucz: 69, zawartośś 72
68. Czas wykonania dodawania BST: 0,0027, klucz: 70, zawartośś 73
68. Czas wykonania dodawania AVL: 0,0039, klucz: 70, zawartośś 73
69. Czas wykonania dodawania BST: 0,0029, klucz: 71, zawartośś 74
69. Czas wykonania dodawania AVL: 0,0032, klucz: 71, zawartośś 74
70. Czas wykonania dodawania BST: 0,0029, klucz: 72, zawartośś 75
70. Czas wykonania dodawania AVL: 0,003, klucz: 72, zawartośś 75
71. Czas wykonania dodawania BST: 0,003, klucz: 73, zawartośś 76
71. Czas wykonania dodawania AVL: 0,0049, klucz: 73, zawartośś 76
72. Czas wykonania dodawania BST: 0,0034, klucz: 74, zawartośś 77
72. Czas wykonania dodawania AVL: 0,0039, klucz: 74, zawartośś 77
73. Czas wykonania dodawania BST: 0,0033, klucz: 75, zawartośś 78
73. Czas wykonania dodawania AVL: 0,0039, klucz: 75, zawartośś 78
74. Czas wykonania dodawania BST: 0,003, klucz: 76, zawartośś 79
74. Czas wykonania dodawania AVL: 0,0032, klucz: 76, zawartośś 79
75. Czas wykonania dodawania BST: 0,0025, klucz: 77, zawartośś 80
75. Czas wykonania dodawania AVL: 0,0029, klucz: 77, zawartośś 80
76. Czas wykonania dodawania BST: 0,0033, klucz: 78, zawartośś 81
76. Czas wykonania dodawania AVL: 0,0041, klucz: 78, zawartośś 81
77. Czas wykonania dodawania BST: 0,0031, klucz: 79, zawartośś 82
77. Czas wykonania dodawania AVL: 0,0042, klucz: 79, zawartośś 82
78. Czas wykonania dodawania BST: 0,0037, klucz: 80, zawartośś 83
78. Czas wykonania dodawania AVL: 0,0038, klucz: 80, zawartośś 83
79. Czas wykonania dodawania BST: 0,0035, klucz: 81, zawartośś 84
79. Czas wykonania dodawania AVL: 0,0045, klucz: 81, zawartośś 84
80. Czas wykonania dodawania BST: 0,0181, klucz: 82, zawartośś 85
80. Czas wykonania dodawania AVL: 0,0038, klucz: 82, zawartośś 85
81. Czas wykonania dodawania BST: 0,0037, klucz: 83, zawartośś 86
81. Czas wykonania dodawania AVL: 0,0037, klucz: 83, zawartośś 86
82. Czas wykonania dodawania BST: 0,0033, klucz: 84, zawartośś 87
82. Czas wykonania dodawania AVL: 0,0039, klucz: 84, zawartośś 87
83. Czas wykonania dodawania BST: 0,0034, klucz: 85, zawartośś 88
83. Czas wykonania dodawania AVL: 0,0029, klucz: 85, zawartośś 88
84. Czas wykonania dodawania BST: 0,0045, klucz: 86, zawartośś 89
84. Czas wykonania dodawania AVL: 0,0032, klucz: 86, zawartośś 89
85. Czas wykonania dodawania BST: 0,0034, klucz: 87, zawartośś 90
85. Czas wykonania dodawania AVL: 0,0022, klucz: 87, zawartośś 90
86. Czas wykonania dodawania BST: 0,0037, klucz: 88, zawartośś 91
86. Czas wykonania dodawania AVL: 0,0034, klucz: 88, zawartośś 91
87. Czas wykonania dodawania BST: 0,0037, klucz: 89, zawartośś 92
87. Czas wykonania dodawania AVL: 0,0034, klucz: 89, zawartośś 92
88. Czas wykonania dodawania BST: 0,0032, klucz: 90, zawartośś 93
88. Czas wykonania dodawania AVL: 0,0037, klucz: 90, zawartośś 93
89. Czas wykonania dodawania BST: 0,0031, klucz: 91, zawartośś 94
89. Czas wykonania dodawania AVL: 0,0032, klucz: 91, zawartośś 94
90. Czas wykonania dodawania BST: 0,0031, klucz: 92, zawartośś 95
90. Czas wykonania dodawania AVL: 0,0028, klucz: 92, zawartośś 95
91. Czas wykonania dodawania BST: 0,0031, klucz: 93, zawartośś 96
91. Czas wykonania dodawania AVL: 0,0031, klucz: 93, zawartośś 96
92. Czas wykonania dodawania BST: 0,0031, klucz: 94, zawartośś 97
92. Czas wykonania dodawania AVL: 0,0033, klucz: 94, zawartośś 97
93. Czas wykonania dodawania BST: 0,0034, klucz: 95, zawartośś 98
93. Czas wykonania dodawania AVL: 0,0047, klucz: 95, zawartośś 98
94. Czas wykonania dodawania BST: 0,0033, klucz: 96, zawartośś 99
94. Czas wykonania dodawania AVL: 0,0038, klucz: 96, zawartośś 99
95. Czas wykonania dodawania BST: 0,0031, klucz: 97, zawartośś 100
95. Czas wykonania dodawania AVL: 0,0035, klucz: 97, zawartośś 100
96. Czas wykonania dodawania BST: 0,0038, klucz: 98, zawartośś 101
96. Czas wykonania dodawania AVL: 0,003, klucz: 98, zawartośś 101

1. Czas wykonania znajdowania BST: 0,2463, klucz: 23, czy znaleziono: Tak
1. Czas wykonania znajdowania AVL: 0,155, klucz: 23, czy znaleziono: Tak
2. Czas wykonania znajdowania BST: 0,0033, klucz: 44, czy znaleziono: Tak
2. Czas wykonania znajdowania AVL: 0,0018, klucz: 44, czy znaleziono: Tak
3. Czas wykonania znajdowania BST: 0,0035, klucz: 84, czy znaleziono: Tak
3. Czas wykonania znajdowania AVL: 0,0026, klucz: 84, czy znaleziono: Tak
4. Czas wykonania znajdowania BST: 0,0036, klucz: 78, czy znaleziono: Tak
4. Czas wykonania znajdowania AVL: 0,0017, klucz: 78, czy znaleziono: Tak
5. Czas wykonania znajdowania BST: 0,0014, klucz: 37, czy znaleziono: Tak
5. Czas wykonania znajdowania AVL: 0,001, klucz: 37, czy znaleziono: Tak
6. Czas wykonania znajdowania BST: 0,0021, klucz: 77, czy znaleziono: Tak
6. Czas wykonania znajdowania AVL: 0,0008, klucz: 77, czy znaleziono: Tak
7. Czas wykonania znajdowania BST: 0,0021, klucz: 24, czy znaleziono: Tak
7. Czas wykonania znajdowania AVL: 0,0025, klucz: 24, czy znaleziono: Tak
8. Czas wykonania znajdowania BST: 0,0033, klucz: 67, czy znaleziono: Tak
8. Czas wykonania znajdowania AVL: 0,0012, klucz: 67, czy znaleziono: Tak
9. Czas wykonania znajdowania BST: 0,003, klucz: 30, czy znaleziono: Tak
9. Czas wykonania znajdowania AVL: 0,0019, klucz: 30, czy znaleziono: Tak
10. Czas wykonania znajdowania BST: 0,0017, klucz: 3, czy znaleziono: Tak
10. Czas wykonania znajdowania AVL: 0,0016, klucz: 3, czy znaleziono: Tak

1. Czas wykonania usuwania BST: 0,2442, klucz: 46, czy usunięto: Tak
1. Czas wykonania usuwania AVL: 0,7994, klucz: 46, czy usunięto: Tak
2. Czas wykonania usuwania BST: 0,006, klucz: 80, czy usunięto: Tak
2. Czas wykonania usuwania AVL: 0,0036, klucz: 80, czy usunięto: Tak
3. Czas wykonania usuwania BST: 0,0045, klucz: 66, czy usunięto: Tak
3. Czas wykonania usuwania AVL: 0,0043, klucz: 66, czy usunięto: Tak
4. Czas wykonania usuwania BST: 0,0025, klucz: 30, czy usunięto: Tak
4. Czas wykonania usuwania AVL: 0,0031, klucz: 30, czy usunięto: Tak
5. Czas wykonania usuwania BST: 0,0022, klucz: 4, czy usunięto: Tak
5. Czas wykonania usuwania AVL: 0,0025, klucz: 4, czy usunięto: Tak
6. Czas wykonania usuwania BST: 0,004, klucz: 52, czy usunięto: Tak
6. Czas wykonania usuwania AVL: 0,0036, klucz: 52, czy usunięto: Tak
7. Czas wykonania usuwania BST: 0,0021, klucz: 23, czy usunięto: Tak
7. Czas wykonania usuwania AVL: 0,003, klucz: 23, czy usunięto: Tak
8. Czas wykonania usuwania BST: 0,0034, klucz: 68, czy usunięto: Tak
8. Czas wykonania usuwania AVL: 0,0025, klucz: 68, czy usunięto: Tak
9. Czas wykonania usuwania BST: 0,0026, klucz: 78, czy usunięto: Tak
9. Czas wykonania usuwania AVL: 0,0041, klucz: 78, czy usunięto: Tak
10. Czas wykonania usuwania BST: 0,0027, klucz: 56, czy usunięto: Tak
10. Czas wykonania usuwania AVL: 0,0021, klucz: 56, czy usunięto: Tak


Zestaw danych: 2
1. Czas wykonania dodawania BST: 0,0024, klucz: 47, zawartośś 10
1. Czas wykonania dodawania AVL: 0,002, klucz: 47, zawartośś 10
2. Czas wykonania dodawania BST: 0,0017, klucz: 75, zawartośś 75
2. Czas wykonania dodawania AVL: 0,0021, klucz: 75, zawartośś 75
3. Czas wykonania dodawania BST: 0,0019, klucz: 93, zawartośś 73
3. Czas wykonania dodawania AVL: 0,0013, klucz: 93, zawartośś 73
4. Czas wykonania dodawania BST: 0,0009, klucz: 50, zawartośś 47
4. Czas wykonania dodawania AVL: 0,0026, klucz: 50, zawartośś 47
5. Czas wykonania dodawania BST: 0,0016, klucz: 63, zawartośś 19
5. Czas wykonania dodawania AVL: 0,3115, klucz: 63, zawartośś 19
6. Czas wykonania dodawania BST: 0,0019, klucz: 31, zawartośś 99
6. Czas wykonania dodawania AVL: 0,0014, klucz: 31, zawartośś 99
7. Czas wykonania dodawania BST: 0,0009, klucz: 27, zawartośś 99
7. Czas wykonania dodawania AVL: 0,0011, klucz: 27, zawartośś 99
8. Czas wykonania dodawania BST: 0,0008, klucz: 95, zawartośś 45
8. Czas wykonania dodawania AVL: 0,003, klucz: 95, zawartośś 45
9. Czas wykonania dodawania BST: 0,0021, klucz: 51, zawartośś 61
9. Czas wykonania dodawania AVL: 0,0021, klucz: 51, zawartośś 61
10. Czas wykonania dodawania BST: 0,0012, klucz: 84, zawartośś 51
10. Czas wykonania dodawania AVL: 0,0014, klucz: 84, zawartośś 51
11. Czas wykonania dodawania BST: 0,0013, klucz: 54, zawartośś 43
11. Czas wykonania dodawania AVL: 0,0026, klucz: 54, zawartośś 43
12. Czas wykonania dodawania BST: 0,001, klucz: 78, zawartośś 2
12. Czas wykonania dodawania AVL: 0,0019, klucz: 78, zawartośś 2
13. Czas wykonania dodawania BST: 0,001, klucz: 53, zawartośś 94
13. Czas wykonania dodawania AVL: 0,0018, klucz: 53, zawartośś 94
14. Czas wykonania dodawania BST: 0,0009, klucz: 7, zawartośś 74
14. Czas wykonania dodawania AVL: 0,0014, klucz: 7, zawartośś 74
15. Czas wykonania dodawania BST: 0,0008, klucz: 42, zawartośś 89
15. Czas wykonania dodawania AVL: 0,001, klucz: 42, zawartośś 89
16. Czas wykonania dodawania BST: 0,0009, klucz: 74, zawartośś 33
16. Czas wykonania dodawania AVL: 0,0012, klucz: 74, zawartośś 33
17. Czas wykonania dodawania BST: 0,001, klucz: 29, zawartośś 68
17. Czas wykonania dodawania AVL: 0,0012, klucz: 29, zawartośś 68
18. Czas wykonania dodawania BST: 0,0009, klucz: 39, zawartośś 96
18. Czas wykonania dodawania AVL: 0,0012, klucz: 39, zawartośś 96
19. Czas wykonania dodawania BST: 0,001, klucz: 26, zawartośś 49
19. Czas wykonania dodawania AVL: 0,0011, klucz: 26, zawartośś 49
20. Czas wykonania dodawania BST: 0,0009, klucz: 54, zawartośś 79
20. Czas wykonania dodawania AVL: 0,001, klucz: 54, zawartośś 79
21. Czas wykonania dodawania BST: 0,0008, klucz: 95, zawartośś 88
21. Czas wykonania dodawania AVL: 0,0011, klucz: 95, zawartośś 88
22. Czas wykonania dodawania BST: 0,0009, klucz: 61, zawartośś 25
22. Czas wykonania dodawania AVL: 0,0012, klucz: 61, zawartośś 25
23. Czas wykonania dodawania BST: 0,0009, klucz: 33, zawartośś 95
23. Czas wykonania dodawania AVL: 0,0013, klucz: 33, zawartośś 95
24. Czas wykonania dodawania BST: 0,001, klucz: 76, zawartośś 45
24. Czas wykonania dodawania AVL: 0,0013, klucz: 76, zawartośś 45
25. Czas wykonania dodawania BST: 0,0009, klucz: 87, zawartośś 68
25. Czas wykonania dodawania AVL: 0,0012, klucz: 87, zawartośś 68
26. Czas wykonania dodawania BST: 0,001, klucz: 88, zawartośś 42
26. Czas wykonania dodawania AVL: 0,0013, klucz: 88, zawartośś 42
27. Czas wykonania dodawania BST: 0,0008, klucz: 93, zawartośś 92
27. Czas wykonania dodawania AVL: 0,001, klucz: 93, zawartośś 92
28. Czas wykonania dodawania BST: 0,0009, klucz: 26, zawartośś 85
28. Czas wykonania dodawania AVL: 0,0031, klucz: 26, zawartośś 85
29. Czas wykonania dodawania BST: 0,0016, klucz: 14, zawartośś 43
29. Czas wykonania dodawania AVL: 0,0014, klucz: 14, zawartośś 43
30. Czas wykonania dodawania BST: 0,0021, klucz: 66, zawartośś 70
30. Czas wykonania dodawania AVL: 0,0019, klucz: 66, zawartośś 70
31. Czas wykonania dodawania BST: 0,0009, klucz: 33, zawartośś 58
31. Czas wykonania dodawania AVL: 0,0012, klucz: 33, zawartośś 58
32. Czas wykonania dodawania BST: 0,0008, klucz: 23, zawartośś 38
32. Czas wykonania dodawania AVL: 0,0101, klucz: 23, zawartośś 38
33. Czas wykonania dodawania BST: 0,0017, klucz: 68, zawartośś 17
33. Czas wykonania dodawania AVL: 0,0024, klucz: 68, zawartośś 17
34. Czas wykonania dodawania BST: 0,0019, klucz: 47, zawartośś 98
34. Czas wykonania dodawania AVL: 0,0017, klucz: 47, zawartośś 98
35. Czas wykonania dodawania BST: 0,0011, klucz: 2, zawartośś 63
35. Czas wykonania dodawania AVL: 0,0012, klucz: 2, zawartośś 63
36. Czas wykonania dodawania BST: 0,0008, klucz: 28, zawartośś 33
36. Czas wykonania dodawania AVL: 0,0035, klucz: 28, zawartośś 33
37. Czas wykonania dodawania BST: 0,0019, klucz: 73, zawartośś 26
37. Czas wykonania dodawania AVL: 0,0027, klucz: 73, zawartośś 26
38. Czas wykonania dodawania BST: 0,0009, klucz: 43, zawartośś 12
38. Czas wykonania dodawania AVL: 0,0029, klucz: 43, zawartośś 12
39. Czas wykonania dodawania BST: 0,0025, klucz: 97, zawartośś 18
39. Czas wykonania dodawania AVL: 0,0029, klucz: 97, zawartośś 18
40. Czas wykonania dodawania BST: 0,0023, klucz: 97, zawartośś 3
40. Czas wykonania dodawania AVL: 0,0024, klucz: 97, zawartośś 3
41. Czas wykonania dodawania BST: 0,0022, klucz: 93, zawartośś 9
41. Czas wykonania dodawania AVL: 0,002, klucz: 93, zawartośś 9
42. Czas wykonania dodawania BST: 0,0019, klucz: 60, zawartośś 62
42. Czas wykonania dodawania AVL: 0,0027, klucz: 60, zawartośś 62
43. Czas wykonania dodawania BST: 0,0019, klucz: 38, zawartośś 21
43. Czas wykonania dodawania AVL: 0,0024, klucz: 38, zawartośś 21
44. Czas wykonania dodawania BST: 0,0025, klucz: 69, zawartośś 22
44. Czas wykonania dodawania AVL: 0,0041, klucz: 69, zawartośś 22
45. Czas wykonania dodawania BST: 0,0027, klucz: 79, zawartośś 60
45. Czas wykonania dodawania AVL: 0,0034, klucz: 79, zawartośś 60
46. Czas wykonania dodawania BST: 0,0019, klucz: 40, zawartośś 60
46. Czas wykonania dodawania AVL: 0,0022, klucz: 40, zawartośś 60
47. Czas wykonania dodawania BST: 0,0016, klucz: 68, zawartośś 40
47. Czas wykonania dodawania AVL: 0,0032, klucz: 68, zawartośś 40
48. Czas wykonania dodawania BST: 0,0024, klucz: 19, zawartośś 14
48. Czas wykonania dodawania AVL: 0,0021, klucz: 19, zawartośś 14
49. Czas wykonania dodawania BST: 0,0009, klucz: 98, zawartośś 2
49. Czas wykonania dodawania AVL: 0,0013, klucz: 98, zawartośś 2
50. Czas wykonania dodawania BST: 0,0018, klucz: 78, zawartośś 44
50. Czas wykonania dodawania AVL: 0,0017, klucz: 78, zawartośś 44
51. Czas wykonania dodawania BST: 0,001, klucz: 89, zawartośś 39
51. Czas wykonania dodawania AVL: 0,0014, klucz: 89, zawartośś 39
52. Czas wykonania dodawania BST: 0,001, klucz: 81, zawartośś 39
52. Czas wykonania dodawania AVL: 0,0013, klucz: 81, zawartośś 39
53. Czas wykonania dodawania BST: 0,0012, klucz: 16, zawartośś 62
53. Czas wykonania dodawania AVL: 0,0016, klucz: 16, zawartośś 62
54. Czas wykonania dodawania BST: 0,0009, klucz: 9, zawartośś 77
54. Czas wykonania dodawania AVL: 0,013, klucz: 9, zawartośś 77
55. Czas wykonania dodawania BST: 0,001, klucz: 82, zawartośś 33
55. Czas wykonania dodawania AVL: 0,0017, klucz: 82, zawartośś 33
56. Czas wykonania dodawania BST: 0,0024, klucz: 85, zawartośś 23
56. Czas wykonania dodawania AVL: 0,002, klucz: 85, zawartośś 23
57. Czas wykonania dodawania BST: 0,001, klucz: 8, zawartośś 11
57. Czas wykonania dodawania AVL: 0,0013, klucz: 8, zawartośś 11
58. Czas wykonania dodawania BST: 0,0022, klucz: 65, zawartośś 81
58. Czas wykonania dodawania AVL: 0,0021, klucz: 65, zawartośś 81
59. Czas wykonania dodawania BST: 0,0022, klucz: 18, zawartośś 8
59. Czas wykonania dodawania AVL: 0,0036, klucz: 18, zawartośś 8
60. Czas wykonania dodawania BST: 0,0026, klucz: 34, zawartośś 78
60. Czas wykonania dodawania AVL: 0,0034, klucz: 34, zawartośś 78
61. Czas wykonania dodawania BST: 0,0018, klucz: 45, zawartośś 7
61. Czas wykonania dodawania AVL: 0,0034, klucz: 45, zawartośś 7
62. Czas wykonania dodawania BST: 0,002, klucz: 98, zawartośś 10
62. Czas wykonania dodawania AVL: 0,0037, klucz: 98, zawartośś 10
63. Czas wykonania dodawania BST: 0,0025, klucz: 64, zawartośś 24
63. Czas wykonania dodawania AVL: 0,0026, klucz: 64, zawartośś 24
64. Czas wykonania dodawania BST: 0,0026, klucz: 12, zawartośś 16
64. Czas wykonania dodawania AVL: 0,0033, klucz: 12, zawartośś 16
65. Czas wykonania dodawania BST: 0,0017, klucz: 82, zawartośś 45
65. Czas wykonania dodawania AVL: 0,0031, klucz: 82, zawartośś 45
66. Czas wykonania dodawania BST: 0,0019, klucz: 43, zawartośś 62
66. Czas wykonania dodawania AVL: 0,0027, klucz: 43, zawartośś 62
67. Czas wykonania dodawania BST: 0,0019, klucz: 57, zawartośś 67
67. Czas wykonania dodawania AVL: 0,0037, klucz: 57, zawartośś 67
68. Czas wykonania dodawania BST: 0,0019, klucz: 68, zawartośś 5
68. Czas wykonania dodawania AVL: 0,002, klucz: 68, zawartośś 5
